category,text
Entailment,From his second sight Jon saw San'doro grappling with a much larger man.[SEP]San'doro was fighting.
Entailment,"You're crazed, Beresford.[SEP]You are demented, Beresford."
Entailment,", First-Class Mail used by households to pay their bills) and the household bill mail (i.e.[SEP]First-Class Mail used by households to pay their bills"
Contradiction,yeah yeah uh-huh yeah we we saw that one uh we find that uh that uh if you can get into those dollar movies you know they're uh they're a dollar and a half what is it dollar and a quarter dollar and a half now[SEP]I don't think you can get it anywhere.
Entailment,"To the south, the former fishing villages of Sorrento and Positano spill down the craggy cliffs of the serpentine Amalfi coast, justifiably tauted as one of the world's most beautiful drives.[SEP]Sorrento used to be a fishing village."
Neutral,"To help identify solutions to this problem, Senators Fred Thompson and John Glenn, Chairman and Ranking Minority Member, respectively, of the Senate Committee on Governmental Affairs, requested that we study organizations with superior security programs to identify management practices that could benefit federal agencies.[SEP]The better management practices will result in a more robust security infrastructure. "
Neutral,"Porches and stoops, those symbols of a vibrant social life, stopped being used as gathering places for a rather practical reason--air conditioning.[SEP]There is a renewed interest in outdoor gathering places in our trendier cities."
Contradiction,Your speeches are inflammatory.[SEP]Your speeches are so calming.
Entailment,I don't know.[SEP]I have not the first clue.
Entailment,"One thing was worrying me dreadfully, but my heart gave a great throb of relief when I saw my ulster lying carelessly over the back of a chair.[SEP]There was one thing that I had been worried about. "
Neutral,And two- the personal pronoun problems were going to get serious.[SEP]There was going to be a problem while editing the paper.
Neutral,This doesn't look good.[SEP]This looks really bad but I have a plan.
Contradiction,"Tax purists would argue that the value of the homemakers' hard work--and the intrafamily benefits they presumably receive in return for it--should, in fact, be treated as income and taxed, just like the wages paid to outside service providers such as baby sitters and housekeepers.[SEP]To tax purists, the value of the homemakers' hard work should not be taxed."
Contradiction,"Despite their 17th-century origins, these gardens avoid the rigid geometry of the Tuileries and Ver?­sailles.[SEP]These gardens were around well before the 17th-century."
Contradiction,from from personal parties or from these uh phone answering phone uh commercial things[SEP]Is it from public parties or the doorbell answering things?
Entailment,"Indeed, 58 percent of Columbia/HCA's beds lie empty, compared with 35 percent of nonprofit beds.[SEP]58% of Columbia/HCA's beds are empty, said the report."
Neutral,"6See also Internal Control Management and Evaluation Tool (GAO-01-1008G, August 2001).[SEP]The evaluation tool is used to work on research studies."
Neutral,"The statue was beheaded several years ago by islanders, who blame Josephine for her role in the slavery in Martinique.[SEP]Many slaves were used to work the sugarcane fields."
Entailment,"The Balanced Scorecard Institute is a web clearinghouse for managers to exchange information, ideas, and lessons learned in building strategic management systems using the balanced scorecard approach.[SEP]Managers can exchange ideas and information about management systems on the Balanced Scorecard Institute website."
Entailment,uh-huh you can't do that in a skirt  poor thing[SEP]You need to wear something else.
Entailment,"Credibility is a vital factor, and Jim Lehrer does, indeed, have it.[SEP]Jim Lehrer has a lot of credibility, which is good for him."
Neutral,But the arguments that it would do harm seem unpersuasive.[SEP]The people did not worry about the amount of harm it could do. 
Entailment,"appropriate agency representatives, help resolve[SEP]the right agency employees, help fix"
Entailment,"Indeed, the Democratic counteroffensive has already begun.[SEP]There was a previous offensive move made.."
Entailment,"Lie back, and DON'T THINK.[SEP]Recline, and clear your mind."
Neutral,It spoils the sport.[SEP]People will think you are boring.
Neutral,"Four infinite minutes went by.[SEP]Those four minutes felt like infinity, due to the anticipation that everybody felt."
Entailment,"France knew a good thing when she seized one, but then so did Britain.[SEP]France knew this was good."
Entailment,"Vatican II gave rise to a less hierarchical and more outward-looking Catholicism and set the stage for once-unthinkable innovations like plainclothes nuns and the celebration of the Mass in English and other modern languages.[SEP]After the Vatican II, Catholicism became less insular in its focus."
Neutral,"The public health official's version of the line, Take my wife, please, is Tell Americans to eat kale five times a week.[SEP]Eating kale five times a week may result in your wife leaving you."
Contradiction,all right thanks bye bye[SEP]hello stop upsetting me
Entailment,"I am not aware of any studies comparing the number of words an average person could expect to hear spoken in a typical day 500 years ago vs. the number that can be heard now, but the increase surely is vast.[SEP]Though I've never read any research regarding how many words people heard back then compared to now, I'm sure the number has gone up."
Contradiction,Beyond the Quantitative Cul-de- A Qualitative Perspective on Youth Employment Programs.[SEP]The paper looks at veteran employment programs.
Entailment,Treasure Beach (South Coast)[SEP]Treasure Beach is on the South Coast.
Entailment,"yeah no i don't know if there's any any series that i pay attention to i try to watch Cheers once in a while[SEP]I watch Cheers everynow and then, but I don't watch many series."
Entailment,in our town of five thousand we have one that is uh local FM AM station and their news is fed from CNN too uh it's more of uh[SEP]The local town's radio station relied on CNN for news.
Neutral,"Wanniski and company have been drubbed by the Wall Street Journal , the New York Times ' A.M.[SEP]the Wall Street Journal has also drubbed others"
Entailment,(Read Slate 's  on how Bush flaunts the courage of his cliches.[SEP]Slate depicts Bush flaunting the courage of his cliches.
Entailment,we're thinking about putting one of those in[SEP]We are considering setting up one of those inside.
Entailment,British action wouldn't have mattered.[SEP]It wouldn't have mattered if Britain got involved.
Contradiction,i always wait for the movie i don't have time to read the book[SEP]I read the book first and never wait for the movie.
Neutral,"According to a 1995 Financial Executives Research Foundation report,5 transaction processing and other routine accounting activities, such as accounts payable, payroll, and external reporting, consume about 69 percent of costs within finance.[SEP]The financial world would be ok it there wasn't any 5 percent processing. "
Contradiction,"Kutchins and Kirk cite a particularly amusing example of such  Robert Spitzer, the man in charge of DSM-III , was sitting down with a committee that included his wife, in the process of composing a criteria-set for Masochistic Personality Disorder--a disease that was suggested for, but never made it into, the DSM-III-R (a revised edition).[SEP]Robert Spitzer's work was unknown to Kutchins and Kirk."
Neutral, Two more weeks with my cute TV satellite dish have increased my appreciation of it.[SEP]I've got two more weeks to decided if I wanna keep it or return it.
Neutral,"Daniel sat buried by the lights, occasionally pressing things.[SEP]Daniel sat on the sidewalk covered in Christmas lights. "
Neutral,He took the wicked blade as well.[SEP]He took the fierce blade and the sheath as well.
Neutral,yeah that's where i got to too the first i got chills up and down when i heard the on the radio and the first time they started doing the bombing[SEP]The bombing in Korea was shocking to the world.
Contradiction,"No, monsieur.[SEP]Yes, mademoiselle.. "
Neutral,"From 1998 through 2000, the federal government achieved surpluses, shifting from being a drain on net national saving to become a contributor to it.[SEP]Of the three years, 1999 provided the largest surplus."
Contradiction,So it wasn't Missenhardt's singing--marvelous though that was--that made Osmin's rantings so thrilling.[SEP]Osmin was always calm and collected.
Contradiction,It shows clearly enough that my poor old friend had just found out she'd been made a fool of![SEP]I was relieved that my friend was feeling so well and happy.
Neutral,Cop  Bud White (Crowe) and Ed Exley (Pearce) almost mix it up (59 seconds) :[SEP]Bud White has been a cop for 4 years.
Neutral,No. I guess I'm going too.[SEP]I guess I'm going since my sister is.
Contradiction,"France knew a good thing when she seized one, but then so did Britain.[SEP]France thought this was bad."
Entailment,and they're illegal so i don't think it would do us any good to outlaw them all together[SEP]Outlawing guns like that probably wouldn't do any good.
Contradiction,Justice Kennedy does not care what law librarians across the country do with all the Supreme Court Reporters from 1790 through 1998.[SEP]Justice Kennedy thinks all  the Supreme Court Reporters from 1790 to 1998 should be on display.
Contradiction,Egg cattle merry wedged marvelous[SEP]The ducks were at the pond.
Entailment,Hatch : Muslims treat Moses as a great prophet.[SEP]Moses is considered a prophet to the Muslims.
Neutral,"To accommodate these fluctuations and use resources evenly, it would seem reasonable to offer two tiers of  rapid and deferred, with air transportation being used for the rapid product.[SEP]there are other possible forms of transformation, but they are either slower or more expensive."
Contradiction,Court officials include the phone numbers of the local Legal Services office and county lawyer referral system on every summons.[SEP]Court officials don't get involved in figuring out how people will get legal help.
Entailment,"But you would not trust me.""[SEP]You have no trust when it comes to me. "
Neutral,That analysis is guided by an economist's faith in the maxim that people are generally pretty good at looking out for their own interests.[SEP]People always just look out for themselves 
Contradiction,Ca'daan heard the Kal grunt and felt the horse lift.[SEP]The Kal heard Ca'daan grunt.
Neutral,probably you probably got everybody on you because they were probably all going to law school[SEP]They were probably going to law school when they were 20.
Neutral,"In an atmosphere of economic crisis stagnant productivity, bank closures, and rising unemployment conservatives wanted somebody tougher, more dynamic than eternally compromising old-style politicians.[SEP]Banks were able to stay afloat in some cases."
Entailment,One he broke back to about the length of his forearm.[SEP]He snapped something to be as long as his forearm.
Entailment,Lifetime Extension of SCR De-NOx Catalysts Using SCR-Tech's High Efficiency Ultrasonic Regeneration Process[SEP]There is a lifetime extension of SCR De-NOx catalysts.
Contradiction,Participation in the rulemaking process requires (1) the public to be aware of opportunities to participate and (2) systems that will allow agencies to receive comments in an efficient and effective manner.[SEP]The public need not be made aware of any opportunities for rulemaking processes.
Neutral,He needs to keep his finger on the pulse to succeed during the short tourist season.[SEP]He needs to match what his customer want because he only has three weeks to make it happen!
Neutral,"Upriver, east of Blois, in a huge densely wooded park surrounded by 31 km (20 miles) of high walls, the brilliant white Ceteau de Cham?­?­bord is the most extravagant of all the royal residences in the Loire Valley.[SEP]The woods are full of dangerous creatures, which is why the Ceteau has such high walls."
Neutral,but it but again it depends on what job you're in the men that are out there fixing power lines are tested a lot[SEP]They drug test the men who fix power lines.
Contradiction,The museum is well laid out and the perfect size for relaxing away a couple of hours on a wet day.[SEP]The museum isn't planned out very well and too large for a single visit.
Contradiction,"The show, which begins each evening at 9:00 p.m. , relates in melodramatic fashion the history of Istanbul while coloured floodlights illuminate the spectacular architecture of the Blue Mosque.[SEP]The show begins at nine o'clock in the morning."
Neutral,my goodness it's hard to believe i didn't think there was anybody in the country who hadn't seen that one[SEP]I thought everyone in the US had already seen that movie. 
Entailment," Most menu prices include taxes and a service charge, but it's customary to leave a tip if you were served satisfactorily.[SEP]Most customers will tip in addition to the tax on the menus."
Entailment,so you um-hum so you think it comes down to education or or something like that[SEP]You think it comes down to education?
Contradiction,"3 It should be noted that the toxicity (LC50) of a sample observed in a range-finding test may be significantly different from the toxicity observed in the follow-up chronic definitive test  (1) the definitive test is longer; and (2) the test may be performed with a sample collected at a different time, and possibly differing significantly in the level of toxicity.[SEP]The toxicity of a sample in the range-finding test will be exactly the same as the toxicity in the follow-up test."
Entailment,"Upon commencement of commercial operation of each new utility unit under subpart 1 of part B, the unit shall comply with the requirements of subsection (a)(1).[SEP]the unit shall comply with the requirements of subsection a1 under certain conditions."
Entailment,"I had an additional reason for that belief in the fact that all the cups found contained sugar, which Mademoiselle Cynthia never took in her coffee. [SEP]There was evidence that there had been sugar in all of the cups."
Contradiction,She shrugged.[SEP]She was motionless.
Contradiction,you want to punch the button and go[SEP]You should start going before punching the button.
Entailment,"It can be done, he said at last. [SEP]It is possible. "
Neutral,An article explains that Al Gore enlisted for the Vietnam War out of fealty to his father and distaste for draft  Gore deplored the inequity of the rich not having to serve.[SEP]Gore enlisted in the Army.
Entailment,"We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!""[SEP]The 29th will be next Sunday."
Neutral,The percent of total cost for each function included in the model and cost elasticity (with respect to volume) are shown in Table 1.[SEP]Table 1 also shows a picture diagram for each function. 
Contradiction,and the wind started blowing and it was one of my earlier trips to be really out in the middle of[SEP]I was glad that the wind was calm.
Contradiction,"Even if auditors do not follow such other standards and methodologies, they may still serve as a useful source of guidance to auditors in planning their work under GAGAS.[SEP]Auditors should ignore them when they follow other standards and methodologies."
Contradiction,"The next year, he was expelled from Rand as a security risk after local police caught him engaging in a lewd act in a public men's room near Muscle Beach.[SEP]They kept him at Rand even though he was arrested"
Entailment,"Together they had a force of 130 attorneys and the responsibility to serve the civil legal needs of about 550,000 poor and vulnerable people throughout the state.[SEP]Altogether there were 130 lawyers striving to serve 550,000 vulnerable and less fortunate individuals in the state."
Entailment,Where are you going?[SEP]I want to know where you're going.
Neutral,yeah i know and i did that all through college and it worked too[SEP]I did that all through college and graduate school and it worked well
Contradiction,"Guangzhou, with a population of more than 5 million, straddles the Pearl River China's fifth longest which links the city to the South China Sea.[SEP]There are no major rivers in China."
Neutral,The DO concentration must not fall below[SEP]The DO concentration fell below.
Neutral,The contrast between the landscape of the central highlands and the south coast could not be more marked.[SEP]There was a beautiful artist who painted the landscape of the central highlands.
Entailment,"yeah yeah i think well i know it's true you see a lot of that you know rally behind the female she may lose but by golly we're going to make a statement here[SEP]If we rally behind a female candidate, she might lose, but we will make history."
Contradiction,Arsenic would put poor Emily out of the way just as well as strychnine. [SEP]Neither arsenic nor strychnine would be effective on Emily.
Contradiction,"The statue was beheaded several years ago by islanders, who blame Josephine for her role in the slavery in Martinique.[SEP]The statue was erected to remind the populace to stay obedient to their masters."
Entailment,"Oh, I I haven't quite worked that out.[SEP]I haven't put that together yet."
Neutral,"He appropriated for the State much of the personal fortunes of the princes, but found it harder to curtail the power of land-owners who had extensive contacts with the more conservative elements in his Congress Party.[SEP]It was difficult to curtail the power of land-owners in extensive contact with the more conservative elements in the Congress Party, because the Party was paying them off."
Neutral,"And, although I got a Ph.D. in philosophy many years ago and have thought and read about these matters ever since, heaven (or whatever) knows I don't have too many answers that I feel confident about.[SEP]I don't know about this subject because it is so complicated."
Entailment,"Four or five from the town rode past, routed by their diminished numbers and the fury of the Kal and Thorn.[SEP]Kal and Thorn were very angry."
Contradiction,well the difficulty is is if you look in the Old Testament and and the numbers of places that uh the Lord went out and just simply struck down and that was part of the problem when they went into the Promised Land that they that they uh they didn't destroy everybody and that that's[SEP]There was no problem when they went into the Promised Land.
Neutral,"Concentration of greenhouse gases, especially CO2, have increased substantially since the beginning of the industrial revolution.[SEP]Global warming is not real."
Entailment,Economic growth also depends on education to enhance the knowledge and skills of the nation's work[SEP]The knowledge and skills of the nation's work have an influence on the economic growth of the nation.
Contradiction,because uh i know people who eat tons of that kind of stuff and they're just as healthy as can be[SEP]Anyone I know who eats that kind of stuff is very ill.
Entailment,"  There's nothing like the trendy resort clothing available here, styled on the island by the designers of the Ad-Lib group.[SEP]The Ad-Lib group designs the trendy resort clothing here."
Entailment,"His ruthless campaigns resulted in more than 600,000 Irish dead or deported.[SEP]600,000 Irish died or were deported due to his ruthless campaigns. "
Contradiction,"It displays some superb marble sculptures of the second century a.d. , most notably a Venus and the Emperor Hadrian and his wife Sabina.[SEP]Only paintings of 19th century philosophers are on display."
Contradiction,"Suddenly she started, and her face blanched.[SEP]She stood immobile, and had a stern expression on her face."
Neutral,(Read Slate 's  on how Bush flaunts the courage of his cliches.[SEP]Bush uses his cliches to remain in power.
Contradiction,"I can FEEL him.""[SEP]I can't feel any connection to him."
Neutral,"You will learn later that the person who usually poured out Mrs. Inglethorp's medicine was always extremely careful not to shake the bottle, but to leave the sediment at the bottom of it undisturbed. [SEP]The person was after Mrs. Inglethorp's vast fortune. "
Contradiction,"And Alan Tonelson, of the U.S.[SEP]Alan Tonelson has never once been to the U.S."
Entailment,Enthusiasm for Disney's Broadway production of The Lion King dwindles.[SEP]The broadway production of The Lion King is no longer enthusiastically attended.
Entailment,It hopes to bring on another 25 or 35 people when the new building opens next fall.[SEP]The building is schedule to open next fall.
Neutral,it's just it's the morals of the people which i mean i guess we everybody's responsible for the society but if i had a child that that did things so bad it's not they don't care about anybody these people they're stealing from they're just the big bad rich guy[SEP]My kid would get caught stealing if they tried. 
Entailment,The great breathtaking Italian adventure remains the road.[SEP]The road remains the Italy people want to see. 
Contradiction,Also beyond city limits is the Legacy Golf Club in the nearby suburb of Henderson.[SEP]The Legacy Golf Club is just inside city limits.
Neutral,"But anyway, never underestimate the power of hypocrisy.[SEP]Hypocrisy is a large challenge facing the country."
Contradiction,really oh i thought it was great yeah[SEP]That was horrible
Entailment,"The central porch is still intact, depicting Jesus's entry into Jerusalem, the Crucifixion, and other scenes from the Bible.[SEP]The central porch depicts Jesus entering Jerusalem, his crucifixion and other stories from the bible."
Neutral,The aggregate effect on the amount of federal government saving is what affects the level of national saving and economic growth.[SEP]If the Federal government saves more the economy grows.
Neutral,"Sandstone and granite were the materials used to build the Baroque church of Bom Jesus, famous for its casket of St. Francis Xavier's relics in the mausoleum to the right of the altar.[SEP]Sandstone and granite were chosen as the materials for the Baroque church of Bom Jesus because of how sturdy they are."
Contradiction,"Until all members of our society are afforded that access, this promise of our government will continue to be unfulfilled.[SEP]The promise of our government is met regardless if everyone can afford that access"
Contradiction,uh wasn't that Jane Eyre no he wrote Jane Eyre too[SEP]He did not write Jane Eyre or any other book.
Neutral,Tommy was suddenly galvanized into life.[SEP]Tommy had been downcast for days.
Contradiction,in each square[SEP]On the square outline.
Neutral,"Republican consultants agree that conservative candidates in the South, Southwest, Midwest, and Rocky Mountains will beg for Reed's talents and connections.[SEP]Candidates in the Rocky Mountains will beg the loudest."
Contradiction,yeah well are you you with TI[SEP]Yeah well are you with the FBI?
Neutral,okay what types of music do you like to listen to[SEP]Do you like classical music?
Neutral,People make two justified complaints about our Slate 60 ranking of America's largest contributors to charity.[SEP]Slate 60 ranks American educational charity contributions.
Contradiction,"oh uh-huh well no they wouldn't would they no[SEP]No, they would like to do that."
Contradiction,"No, John, I said, ""it isn't one of us. [SEP]It is one of us, I told John."
Entailment,yeah right uh-huh that's right yeah you you have to work on you really do[SEP]Yeah you have to work on that.
Contradiction,uh-huh uh-huh uh-huh yeah well that's really neat[SEP]That's awful.
Contradiction,Randy's Anecdotal Wrap-Up[SEP]Randy's Introduction
Contradiction,Introduction[SEP]The line considered is referencing the conclusion of a given work.
Entailment,Two is enough for a secret.[SEP]A secret needs two people. 
Entailment,you know Arnold Schwarzenegger is getting to be uh a bit of a variety actor you know at first he was just a big muscle man but he's kind of branching out[SEP]Arnold Schwarzenegger has become somewhat of a variety actor.
Neutral,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.[SEP]The temple markets will charge a lot more for the items then the second-hand bookstores will. "
Contradiction,"agencies' operating trust, enterprise and internal service funds) are required to produce auditable financial statements.[SEP]Agencies have no operating trust and produce little to no auditable financial statements."
Neutral,"In general, six elements appear  purpose, type of data collected, method of data collection, design, method of data analysis, and reporting.[SEP]Breaking it down into 6 elements has always been helpful for students and professionals."
Entailment,"The event is the definition of a crowd pleaser, replete with appearances by the Rockettes, the Mormon Tabernacle Choir, and Santa Claus (the act isn't entirely without bite; there's also a very funny moment involving a heart attack).[SEP]Both Santa Claus and the Rockettes with appear but one may appear to have a heart attack."
Contradiction,"The analysis concluded that, because the rule relaxed the hog cholera-related restrictions imposed on the importation of live swine and prepared pork products from Sonora, Mexico, the proposed rule could have a significant economic impact on a substantial number of small entities in the United States.[SEP]The analysis thought the rule would have no impact on US entities at all."
Contradiction,"Reportedly the biggest payment made in such a case, it is hardly a nick in Texaco's annual revenue of more than $30 billion.[SEP]The biggest payment bankrupted the company."
Contradiction,"The building will also house two smaller volunteer-based programs, the Multi-Cultural Law Center and the Senior Lawyer Volunteer Project.[SEP]The building is to remain empty."
Neutral,'I saw him get aboard myself.[SEP]I saw him get on the train.
Contradiction,"Despite protests by preservationists, there was little alternative.[SEP]There were various alternatives and one that was appeasing to everyone was implemented."
Entailment,"In the same issue, a document entitled Analysis Regarding The Food And Drug Administration's Jurisdiction Over Nicotine-Containing Cigarettes And Smokeless Tobacco Products was published and comments were requested.[SEP]A document was published about the FDA's jurisdiction over cigarettes."
Contradiction,"The museum is open from 9am to 1pm and 2 to 5pm Monday to Friday (with audio-visual shows in the afternoon), and on Saturday mornings.[SEP]The museum is only ever open in the afternoon."
Neutral,"In manual systems, attestations, verifications, and approvals are usually shown by a signature or initial of an individual on a hard copy document.[SEP]The only things that signatures in manual systems show are attestations, verifications, or approvals."
Contradiction,Among the disadvantages are that the degree of innovation and product differentiation might continue to be limited.[SEP]Limited innovated will be a major advantage for our firm. 
Neutral,"I understand,"" continued the Coroner deliberately, ""that you were sitting reading on the bench just outside the long window of the boudoir. [SEP]""Just outside the second window of the boudoir, I understand that you were sitting and reading Moby Dick"", continued the Coroner."
Entailment,So it was traumatic.[SEP]It was something that was traumatic. 
Contradiction,"I have been visiting an old woman in the village, she explained, ""and as Lawrence told me you were with Monsieur Poirot I thought I would call for you.""[SEP]I don't know anyone in the village. "
Contradiction,Piccadilly Tube station.[SEP]Piccadilly Circus station. 
Entailment,This points to a final press-friendly quality of McCain' brilliant flattery.[SEP]This leads to a final press-friendly quality of McCain' brilliant flattery.
Entailment,huh do you have your own kiln or do you do you[SEP]Do you have a kiln that's yours?
Neutral,I awoke looking up at stone lit by fire.[SEP]The fire had grown to a giant size.
Contradiction,"it would probably be a lot more work and probably not turn out as good[SEP]Oh that way sounds great, it could turn out even better"
Entailment,"Look for the servant girl hurtled into hell for flirting with the devil.[SEP]As punishment for consorting with Satan, the servant girl was flung into hell."
Contradiction,but like they always say you know got a good profit sharing plan just no profit[SEP]There's a lot of money in this profit sharing plan.
Neutral,"Rouen is the ancient center of Normandy's thriving textile industry, and the place of Joan of Arc's martyrdom ' a national symbol of resistance to tyranny.[SEP]Joan of Arc was the daughter of a textile worker."
Contradiction,On the Use of Qualitative Methods in Policy  A Review of Three Multi-site Studies.[SEP]There were 2 multi-site studies ultimately being reviewed.
Entailment,during the whole war he never put out like a conservation a conservation effort for oil[SEP]In the war we never set out to conserve oil.
Neutral,Views from  Implementation Research in Education.[SEP]Education research is a must 
Contradiction,The technical how-tos for these three strategies will be summarized later in this paper.[SEP]There are seven strategies discussed in the paper.
Contradiction,California is high[SEP]Lack of response from California.
Entailment,so we're expecting our local economy to[SEP]What we expect of our local economy is
Contradiction,This formal Review Process guarantees representatives of every designated state planning body the right to direct communication with LSC officials at the highest level in seeking reconsideration of an LSC decision.[SEP]The formal Review Process guarantees that not a single representative of any designated state planning body the right to direct communication.
Entailment,"Among the allegations is that Tokyo Joe--listen, he calls himself that-- duped subscribers to his e-mail advisory , exaggerating his annual returns by leaving out losing trades.[SEP]Because Tokyo Joe doesn't tell people about the money he has lost he gets more investors. "
Contradiction,yeah i can believe that[SEP]I will never believe in what you just said.
Contradiction,From the corner of his eye he saw Jamus look over the broken mare.[SEP]Jamus was blinded by the sandstorm.
Contradiction,"It was here in 1952 that King Farouk signed his abdication before boarding his yacht for exile in Italy.[SEP]King Farouk was exiled to France in 1952, after signing his resignation."
Entailment,"Among the allegations is that Tokyo Joe--listen, he calls himself that-- duped subscribers to his e-mail advisory , exaggerating his annual returns by leaving out losing trades.[SEP]A man called Tokyo Joe omits information where he has lost money in deals. "
Contradiction,He slowed.[SEP]He sped up.
Contradiction,"South Carolina has no referendum right, so the Supreme Court canceled the vote and upheld the ban.[SEP]South Carolina has a referendum right, so the Supreme Court was powerless over the state."
Contradiction,yeah that's up here in New England that's we call that backpacking which is the same thing which is you're you've got everything on your back you know an aluminum camp frame uh[SEP]When you go backpacking it's important to bring a rough terrain wagon to carry your gear.
Contradiction,"The oldest continually occupied settlement on the island is Kastro, where most of the buildings date from the 14th century and were laid out in a circular pattern atop a rocky outcrop 100 m (300 ft) above the east coast.[SEP]The buildings on Kastro were laid out in a rectangular pattern."
Neutral,"Though the two cities remained unlinked by rail, this was about to change quickly.[SEP]The railway between the two cities was completed 2 years later."
Contradiction,"Prototyping, for example, may act as part of the requirements definition process, helping the agency identify and control areas of high uncertainty and technical risk.[SEP]Prototyping is not important, testing with the actual finished product is better."
Entailment,yeah i know the motor oil[SEP]I am aware of the motor oil.
Neutral,"That, too, was locked or bolted on the inside. [SEP]She didn't want anyone to enter the room. "
Contradiction,"Generally, data collection and analysis are concurrent and interactive-that is, yoked in case study methods.[SEP]Data collection and analysis aren't concurrent"
Neutral,"Life, unlike Reich's book, is not a series of morality fables.[SEP]Reich is a well-respected author."
Entailment,"Well? cried Tommy eagerly.[SEP]Tommy cried out, waiting for an answer."
Entailment," Dinghies are available for hire from the marinas at Tel Aviv, Jaffa, Akko, Netanya, and Nahariya.[SEP]Dinghies are rent-able for the marinas at Tel Aviv, Jaffa, Akko, Akko, Netanya, and Nahariya."
Contradiction,"As a result of these procedures, the Department estimates an annual net savings of $545 million.[SEP]An annual net savings of $900 million has been estimated by the Department."
Entailment,The state legislature provides significant bipartisan support for the legal services delivery system.[SEP]State legislature gives significant bipartisan support for legal delivery.
Entailment,I felt an immeasurable 230 contempt for him… .[SEP]I felt intense disrespect for him...
Contradiction,"This town, which flourished between 6500 and 5500 b.c. , had flat-roofed houses of mud and timber decorated with wall-paintings, some of which show patterns that still appear on Anatolian kilims.[SEP]This town has no history and is full of poverty."
Contradiction, 8th circa b.c.Greeks colonize Sicily and other southern regions[SEP]The Greeks colonized Sicily but never the other southern regions.
Neutral,"Penrith and Blencathra are also Celtic names, established during this early period of settlement.[SEP]Penrith and Blencathra are the names of Celtic queens."
Contradiction,"Sixty percent of Americans are frustrated and angry with the health-care system, and 70 percent favor federal intervention.[SEP]The majority of Americans are satisfied with the health-care system."
Entailment,"I touched my palm to his mutilated cheek, and tried to stem my instinctive revulsion.[SEP]Unfortunately his face had been mutilated in as least one way. "
Contradiction,"You can count on me, if necessary, for one million dollars.[SEP]I'm good for two million dollars."
Entailment,Most traditional reform options involve workers paying more for promised benefits or getting lower benefits.[SEP]Under many accepted options workers are left with increasing payments or receiving fewer benefits.
Entailment,"Many had to leave their birthplaces, fleeing to Lesvos, Chios, and Samos, the Greek-ruled islands just offshore.[SEP]Many people had to leave their homes. "
Neutral, He grimaced at his own doubts.[SEP]He felt bad for doubting her.
Contradiction,"Although all four categories of emissions are down substantially, they only achieve 50-75% of the proposed cap by 2007 (shown as the dotted horizontal line in each of the above figures).[SEP]All of the emission categories experienced a downturn except for one."
Contradiction,"As shown in Exhibits A-1 and A-2 in Appendix A, in the first phase of technology implementation, an engineering review and assessment of the combustion unit is conducted to determine the preferred compliance alternative.[SEP]They showcased the final phases in Appendix A."
Neutral,"Standard print film is available in many shops in the major towns, but serious shutterbugs will want to seek out one of the following photography stores for a full range of specialist film and Abbey Photographic, 25, Stramongate, Kendal LA9 4BH; Tel. (01539) 720-085, or The Photo Shop, North Road, Ambleside, Cumbria LA22 9 DT; Tel. (015394) 34375.[SEP]The Photo Shop has a greater variety of film than Abbey Photographic."
Contradiction,so you know well a lot of the stuff you hear coming from South Africa now and from West Africa that's considered world music because it's not particularly using certain types of folk styles[SEP]They rely too heavily on the types of folk styles.
Entailment,that's right you can work yourself to death well i'm sorry to hear your color didn't come out so good over the weekend[SEP]I'm sorry it didn't turn out as planned. 
Entailment,"Sixty percent of Americans are frustrated and angry with the health-care system, and 70 percent favor federal intervention.[SEP]A majority of Americans are not happy with the health-care system."
Entailment,oh older ones too i know a few of those[SEP]I know a few old ones.
Entailment,"For big Raj-buffs, the supreme example of Indo-Gothic style is the Victoria Terminus, affectionately abbreviated to VT nowadays, once the railway station that launched adventures inland, now handling mostly suburban traffic.[SEP]The Victoria Terminus used to be where people departed to explore the inland area, but now it's mostly for suburban transportation."
Entailment,"Finally, the Administration strongly opposes including reductions for CO2 in S. 556 or any multi-pollutant bill.[SEP]Any multi-pollutant bill is opposed by the Administration."
Entailment,um yeah we've tried to do that we've paid ours off you know all the way down to where we had everything down to zero and especially right before i i quit work two years ago to stay home with the kids[SEP]We have paid ours off all the way down to zero.  
Neutral,"Strategic parents might spend a large portion of their tax cuts, causing interest rates to rise.[SEP]If parents who receive tax cuts end up spending more on goods, interest rates could go up."
Contradiction,eThe number of deletions was negligible.[SEP]The huge number of deletions caused a ruckus.
Neutral,"Yes, sir.[SEP]They could never say no."
Neutral,"If all else failed, I could always make myself an exhibit.[SEP]There are major downsides to making myself an exhibit. "
Contradiction,"As a result, an estimated four out of five low-income people requiring legal help in our community do not receive it.[SEP]Everyone receives the legal help they need regardless of their income."
Neutral,Per week?[SEP]The week is the first in the month.
Neutral,"Specifically, suppose unconstrained competition were allowed but the Postal Service turned out to have sufficient market power in some product areas to allow other products to be priced at or near the level of incremental cost.[SEP]The Postal Service has a lot of market power in every state except Hawaii."
Contradiction,Fast forward to 1994 and beyond.[SEP]Stay in 1993.
